Wavelength (nm),Exp.
576.2,0.055686431912561556
576.0,0.055952344196242496
575.8,0.05614898034796301
575.6,0.056365878321009005
575.4,0.056752010744554396
575.2,0.05733844574463158
575.0,0.0574704370378375
574.8,0.05668968152276271
574.6,0.05672345122497183
574.4,0.056932051499760716
574.2,0.05671206601108418
574.0,0.055292194760485976
573.8,0.055909311947141736
573.6,0.0565578831992837
573.4,0.05712463528721614
573.2,0.05767691464563039
573.0,0.058208353273538446
572.8,0.05864523673526097
572.6,0.05899200333451688
572.4,0.05942676412924341
572.2,0.059905329051978325
572.0,0.059847438133905556
571.8,0.0595060746870031
571.6,0.05938624048659246
571.4,0.0607900952498572
571.2,0.061264414838600116
571.0,0.0613726708553962
570.8,0.06115365021535421
570.6,0.06246893187396762
570.4,0.06197917470707195
570.2,0.06166540593111752
570.0,0.06122910137857573
569.8,0.06093134908995477
569.6,0.0604913781126017
569.4,0.059746514966732014
569.2,0.05886136282939932
569.0,0.059027895703722
568.8,0.0589881439399787
568.6,0.0590508591012242
568.4,0.05897058369482995
568.2,0.05890883338221899
568.0,0.05845207403862482
567.8,0.05815123423437331
567.6,0.05847812495175757
567.4,0.058577890300569646
567.2,0.05865295552433734
567.0,0.05871547771585594
566.8,0.05839707766645568
566.6,0.058211440789169
566.4,0.05805185482501505
566.2,0.05840228784908223
566.0,0.05887216913410624
565.8,0.05955952730135696
565.6,0.059274703984438924
565.4,0.059176868332895934
565.2,0.05939376630594192
565.0,0.059933116692653256
564.8,0.058820260277567656
564.6,0.058836855674081846
564.4,0.05906147243620421
564.2,0.0591843941522454
564.0,0.05965118792163886
563.8,0.058361957176158205
563.6,0.05808697531531253
563.4,0.0582367198233941
563.2,0.05826026213007703
563.0,0.05791040801519058
562.8,0.057191788752180554
562.6,0.05673039813514056
562.4,0.056555567562560784
562.2,0.05650886888864875
562.0,0.0559482918319774
561.8,0.05546934096978866
561.6,0.05455736604041558
561.4,0.05518374577396298
561.2,0.05516232613427605
561.0,0.05494697191904534
560.8,0.05447033669357951
560.6,0.05361490189419084
560.4,0.054691865940071326
560.2,0.05468955030334841
560.0,0.05465134229742038
559.8,0.054844504994056534
559.6,0.055085138243512355
559.4,0.05543962363184463
559.2,0.055711517977059755
559.0,0.0558711039412137
558.8,0.05546335890825447
558.6,0.0553846272596755
558.4,0.05585585933278787
558.2,0.055868788304490796
558.0,0.05609880821896661
557.8,0.05645097797057597
557.6,0.05630663661484786
557.4,0.05652121895117094
557.2,0.056451556879756705
557.0,0.057081024128934656
556.8,0.05752717013754882
556.6,0.05667231424734087
556.4,0.056212467388116145
556.2,0.0565600058662797
556.0,0.05619201259706377
555.8,0.05652044707226331
555.6,0.05581842320576748
555.4,0.055755129135341246
555.2,0.05589097982308535
555.0,0.055628926933942606
554.8,0.05592166200966392
554.6,0.056286760732976206
554.4,0.0560484431202433
554.2,0.05625067539404418
554.0,0.05581302005341402
553.8,0.056379772141346464
553.6,0.05597511462401778
553.4,0.055775583926393625
553.2,0.05672731061951001
553.0,0.05703451842474953
552.8,0.05661596708708337
552.6,0.05690310604072433
552.4,0.05654398937894623
552.2,0.05755746638467357
552.0,0.058425444216311344
551.8,0.05897058369482995
551.6,0.059172237059450114
551.4,0.05923495222069562
551.2,0.05938238109205427
551.0,0.059594647791654444
550.8,0.06029049662688917
550.6,0.060666208685181466
550.4,0.060696890871760036
550.2,0.0608526174413758
550.0,0.06079993670592958
549.8,0.060680681414699664
549.6,0.060874037081062725
549.4,0.0599674653040431
549.2,0.06010871914414067
549.0,0.06035610633403832
548.8,0.060409751918119085
548.6,0.06044699507541257
548.4,0.059892593050002316
548.2,0.05878263118082035
548.0,0.05947558547015144
547.8,0.059506846565910744
547.6,0.059784915942386954
547.4,0.059317350294085865
547.2,0.05955643978572642
547.0,0.05840846288034333
546.8,0.057740208716056625
546.6,0.05795247541565679
546.4,0.057969263781897894
546.2,0.05801441869799466
546.0,0.05946323540762925
545.8,0.06012319187365885
545.6,0.05904314031214783
545.4,0.05852926192938852
545.2,0.05799975299874956
545.0,0.05806169628108742
544.8,0.05916683390709665
544.6,0.05819310866511261
544.4,0.05784788582367198
544.2,0.05762191827346126
544.0,0.05732088549948284
543.8,0.056796200812016605
543.6,0.05699631041882149
543.4,0.05716805347577072
543.2,0.056659385275637957
543.0,0.05691371937570434
542.8,0.056881686401037405
542.6,0.056685436188770706
542.4,0.055942116800716306
542.2,0.05656540901863316
542.0,0.05719931457153002
541.8,0.05747584019019096
541.6,0.057143546320453244
541.4,0.05694961174490946
541.2,0.057204717723883476
541.0,0.05730872840668756
540.8,0.05744921036787749
540.6,0.057696597557775134
540.4,0.058054749370918694
540.2,0.05708488352347284
540.0,0.05675181777482748
539.8,0.05703220278802661
539.6,0.057019080846596785
539.4,0.05693880544020254
539.2,0.056628124179878656
539.0,0.056551708168022595
538.8,0.056684471340136156
538.6,0.05641045432792503
538.4,0.05634002037760316
538.2,0.05675394044182349
538.0,0.05689384349383269
537.8,0.056776131960418044
537.6,0.05666170091236087
537.4,0.05639656050758757
537.2,0.05606137209194621
537.0,0.05576728622813653
536.8,0.05699766120690986
536.6,0.057668423977646384
536.4,0.057491084798616796
536.2,0.057445350973339304
536.0,0.05733844574463158
535.8,0.05755997499112339
535.6,0.05723983821418096
535.4,0.05677014989888386
535.2,0.056732713771863466
535.0,0.056657262608641956
534.8,0.05673580128749402
534.6,0.05660361702456118
534.4,0.0559170307362181
534.2,0.05554189758710654
534.0,0.05590178612779227
533.8,0.05597125522947959
533.6,0.055951379347607945
533.4,0.055801634839526375
533.2,0.05568160766938883
533.0,0.055715377371597936
532.8,0.05565343408926008
532.6,0.05557007116723529
532.4,0.05522407644688701
532.2,0.05489892245704494
532.0,0.055135503342235666
531.8,0.054987495561696284
531.6,0.054737020856168085
531.4,0.05429762878799574
531.2,0.05394565200611328
531.0,0.05436420334377943
530.8,0.05477214134646557
530.6,0.05467507757383022
530.4,0.05501489726291739
530.2,0.05539003041202896
530.0,0.05569009833737283
529.8,0.055968167713849055
529.6,0.05606137209194621
529.4,0.05635217747039844
529.2,0.05665861339673032
529.0,0.057284993130277725
528.8,0.05799299905830773
528.6,0.057762400234651186
528.4,0.05797157941862081
528.2,0.058354238387081835
528.0,0.05906378807292712
527.8,0.05889571144078917
527.6,0.057598182997051425
527.4,0.05714605492690307
527.2,0.05754164286706701
527.0,0.057557659354400485
526.8,0.05632496873890424
526.6,0.05633172267934606
526.4,0.05735291847414977
526.2,0.05791060098491749
526.0,0.05787065625144727
525.8,0.05734539265480031
525.6,0.05727052040075953
525.4,0.05739189835898544
525.2,0.058435864581564446
525.0,0.0590028096392238
524.8,0.058228808064590826
524.6,0.05770354446794387
524.4,0.05878591166617781
524.2,0.060919770906340216
524.0,0.062371675131605346
523.8,0.060062792349136265
523.6,0.05942965867514704
523.4,0.060767903731262646
523.2,0.061269046112045936
523.0,0.06087249332324745
522.8,0.06069959244793676
522.6,0.060712135480185864
522.4,0.06124357410809392
522.2,0.06129143060036741
522.0,0.0611993840406317
521.8,0.06075844821464409
521.6,0.06024842922642296
521.4,0.0606231764360807
521.2,0.06091263102644457
521.0,0.060424803556818014
520.8,0.06015001466569924
520.6,0.05984936783117465
520.4,0.060170855396205446
520.2,0.05758351729780632
520.0,0.05658258332432808
519.8,0.05628733964215694
519.6,0.05604381184679747
519.4,0.055921083100483195
519.2,0.05563278632848079
519.0,0.05551739043178906
518.8,0.05518567547123208
518.6,0.05566153881779026
518.4,0.056316285101193325
518.2,0.056652052426015405
518.0,0.05710167188971394
517.8,0.05702255430168115
517.6,0.05606561742593821
517.4,0.05579777544498819
517.2,0.056046127483520385
517.0,0.0575142411658459
516.8,0.06052649860289917
516.6,0.06148478626673047
516.4,0.06175397903576887
516.2,0.06191838924309554
516.0,0.06270339009216234
515.8,0.06325894993593405
515.6,0.06369139509393766
515.4,0.06341101008073853
515.2,0.06325894993593405
515.0,0.0631410454327925
514.8,0.06337203019590286
514.6,0.06364083702548744
514.4,0.06414873334671256
514.2,0.0656172329684919
514.0,0.06614114577705049
513.8,0.06572201553020361
513.6,0.06590147737622921
513.4,0.06685725643361069
513.2,0.06749116198650755
513.0,0.06781612300662272
512.8,0.06802356546305016
512.6,0.06766348395263751
512.4,0.06780357997437361
512.2,0.06840545255260355
512.0,0.06949167914537567
511.8,0.06984519968507341
511.6,0.06972787409111258
511.4,0.07007097426555722
511.2,0.06967229880976272
511.0,0.06935447766954321
510.8,0.0696989286320762
510.6,0.06986700526421415
510.4,0.06990251169396546
510.2,0.06996503388548404
510.0,0.07002774904672955
509.8,0.07008892045015977
509.6,0.07024638374731772
509.4,0.07020605307439369
509.2,0.07037451564598546
509.0,0.0707218611544221
508.8,0.07100861416860922
508.6,0.07094840761381355
508.4,0.07121856523148648
508.2,0.0717031122157556
508.0,0.0716805347577072
507.8,0.0725361625268228
507.6,0.07262724423792395
507.4,0.07281461784275284
507.2,0.07332540870988159
507.0,0.07386167158096238
506.8,0.07438172499498279
506.6,0.07430241443722309
506.4,0.07401566142303595
506.2,0.07398806675208794
506.0,0.07429739722432344
505.8,0.07460113157447859
505.6,0.07445254488475847
505.4,0.07447126294826867
505.2,0.07520551275915834
505.0,0.07527420998193804
504.8,0.07576473902774132
504.6,0.07623172576686169
504.4,0.07655437115025394
504.2,0.0793404680673696
504.0,0.08052916158513052
503.8,0.08049269030674468
503.6,0.08171168007163036
503.4,0.08186586288343085
503.2,0.08149632585639964
503.0,0.08263504021489108
502.8,0.08324154406656684
502.6,0.08251867946956482
502.4,0.08137938620189264
502.2,0.08236565447612577
502.0,0.0832201244268799
501.8,0.08373226608209704
501.6,0.08487657656266885
501.4,0.08430500023156368
501.2,0.08500702409805949
501.0,0.08564073668122944
500.8,0.0847461290272782
500.6,0.08496727233431618
500.4,0.08539470027942016
500.2,0.08464539882983156
500.0,0.08541303240347654
499.8,0.087623307655495
499.6,0.08853740525186408
499.4,0.08923093845037591
499.2,0.09034070734983096
499.0,0.09294020254102536
498.8,0.09359359803634006
498.6,0.0943108665112617
498.4,0.09408817944640845
498.2,0.09373543078561834
498.0,0.09533746545841888
497.8,0.09560781604581872
497.6,0.09623554656745449
497.4,0.09676081016410146
497.2,0.09713652222239375
497.0,0.09788852524815907
496.8,0.09914919647405715
496.6,0.09978464578476928
496.4,0.10018949627182488
496.2,0.10040890285132069
496.0,0.10073753029624713
495.8,0.10193432854253826
495.6,0.10219927597758464
495.4,0.10255337542646309
495.2,0.10281928771014404
495.0,0.10393060036741435
494.8,0.10522639208360993
494.6,0.10584119363354276
494.4,0.10661191472281828
494.2,0.10749668092069715
494.0,0.10859545054571838
493.8,0.10969904441391233
493.6,0.11101220340552974
493.4,0.11229796069592601
493.2,0.11366051993763218
493.0,0.11522936381740433
492.8,0.1172103910338546
492.6,0.11910728344937246
492.4,0.12150280963922379
492.2,0.1240309060314618
492.0,0.12645344798308042
491.8,0.12900392886363987
491.6,0.13167405097488305
491.4,0.13400859873103108
491.2,0.13627483520385322
491.0,0.13844883214721274
490.8,0.14054255368417803
490.6,0.1424149389443784
490.4,0.1441165459962641
490.2,0.14566493508498385
490.0,0.14717222162187196
489.8,0.14889235376754095
489.6,0.15043090140018833
489.4,0.1518608070765858
489.2,0.15344470259505688
489.0,0.15360042916467262
488.8,0.15407011747996974
488.6,0.1551899208052241
488.4,0.15639559565895303
488.2,0.15727920403847043
488.0,0.15849607113636013
487.8,0.15898756503079797
487.6,0.16064247340877164
487.4,0.16207450175216512
487.2,0.16358487580468375
487.0,0.16511242416289731
486.8,0.16711622180712288
486.6,0.1687049415687667
486.4,0.17022303441036168
486.2,0.17171507633882396
486.0,0.17340761381354494
485.8,0.1754885993485342
485.6,0.17807034132485294
485.4,0.18026016178581905
485.2,0.18155248004693023
485.0,0.18443081649350848
484.8,0.18702278586535342
484.6,0.1891452598916282
484.4,0.19198963366627042
484.2,0.19397316948917054
484.0,0.1957658582521574
483.8,0.1983902465381231
483.6,0.2010358614940488
483.4,0.2034865770257962
483.2,0.20630007564413294
483.0,0.20907691001435694
482.8,0.21178427528289362
482.6,0.2145051484323139
482.4,0.21697516093675223
482.2,0.21997969958472915
482.0,0.22344350618275005
481.8,0.22711572008583292
481.6,0.22927119193540918
481.4,0.23201715114932767
481.2,0.23529377711224664
481.0,0.2384854963953255
480.8,0.24156915263133516
480.6,0.24507541256927615
480.4,0.24805100575821662
480.2,0.2513025456566374
480.0,0.2544846164533708
479.8,0.2568427065162017
479.6,0.2592393905244145
479.4,0.2618502709294966
479.2,0.2649686617163499
479.0,0.26830510829461074
478.8,0.2699376321842629
478.6,0.2721857295027556
478.4,0.27377387035521866
478.2,0.2762149374006206
478.0,0.278436018957346
477.8,0.28088673448909335
477.6,0.28310588634854966
477.4,0.2851166309029439
477.2,0.28681669419701433
477.0,0.2883855380767865
476.8,0.2900778825817806
476.6,0.29272349753770627
476.4,0.29509702517868996
476.2,0.29744160736063724
476.0,0.29945428161230064
475.8,0.3008880466832363
475.6,0.30196481775938994
475.4,0.305056192784476
475.2,0.30727727434120133
475.0,0.3098939438380907
474.8,0.3120976581193942
474.6,0.31461012396375254
474.4,0.3171515352671473
474.2,0.3198974944810658
474.0,0.3225990706577952
473.8,0.32580622751902677
473.6,0.32905390802290935
473.4,0.3322938697377155
473.2,0.33441653673371724
473.0,0.33849784645784764
472.8,0.3412766105253408
472.6,0.3448909335103509
472.4,0.34748830603454933
472.2,0.35055459499513714
472.0,0.35327160875001934
471.8,0.3555158466739738
471.6,0.35782183491053926
471.4,0.3597496024823626
471.2,0.36142457971193476
471.0,0.36229873257483364
470.8,0.3613647590965929
470.6,0.3635356685243219
470.4,0.36592849313799647
470.2,0.36773276008459793
470.0,0.3694945736912793
469.8,0.37154970128286274
469.6,0.3729429427111475
469.4,0.37580854315574974
469.2,0.3779698040971332
469.0,0.38127923491362675
468.8,0.3840792256510798
468.6,0.3869043024530312
468.4,0.3908331660929033
468.2,0.3952714698118159
468.0,0.3997078438334594
467.8,0.40412685057968106
467.6,0.40899547678960124
467.4,0.4161951773005851
467.2,0.42064312950584315
467.0,0.42455848526483164
466.8,0.42860699013538756
466.6,0.43220587554224493
466.4,0.43411434614137734
466.2,0.43753184000494
466.0,0.44104581873195736
465.8,0.4444748907791346
465.6,0.4477804622010899
465.4,0.45079271963814316
465.2,0.4539670716458002
465.0,0.4568461799712861
464.8,0.45918304336415705
464.6,0.4615276255461043
464.4,0.4639802707751208
464.2,0.4666181669419701
464.0,0.4694953455701869
463.8,0.4723184926748692
463.6,0.47540214891087884
463.4,0.4788659555088997
463.2,0.4832405792179323
463.0,0.48916860922858424
462.8,0.49292958920604535
462.6,0.4970321256001359
462.4,0.5013411396020192
462.2,0.5056945366410918
462.0,0.5104300137394445
461.8,0.5155089769516958
461.6,0.5199646479460303
461.4,0.5247792426324158
461.2,0.5295455948870742
461.0,0.5344103617024561
460.8,0.5394603794556709
460.6,0.5435551970606851
460.4,0.5478796486407213
460.2,0.5526942433271068
460.0,0.5565208330117171
459.8,0.5600888432622689
459.6,0.5645329360729888
459.4,0.5696215477715856
459.2,0.574330009108171
459.0,0.577753292063541
458.8,0.581219028358831
458.6,0.585979591521682
458.4,0.5899316115287834
458.2,0.5945706037636815
458.0,0.5995781681769764
457.8,0.6044795992404711
457.6,0.6092961236241259
457.4,0.6140991401268969
457.2,0.6199789277058215
457.0,0.6254052364265095
456.8,0.6298551183290365
456.6,0.6350884573228152
456.4,0.6402909211602884
456.2,0.64477360791639
456.0,0.6492331383052626
455.8,0.653227611652284
455.6,0.6582583324328078
455.4,0.6637598993469905
455.2,0.6669709156027602
455.0,0.6711139756395016
454.8,0.6747688222671627
454.6,0.6781264955153835
454.4,0.6815304814980626
454.2,0.6847222007811414
454.0,0.6875723636475909
453.8,0.6898918597650401
453.6,0.6928037729441006
453.4,0.6958469055374593
453.2,0.6985870756595705
453.0,0.700852540253485
452.8,0.7031816848572796
452.6,0.7055783688654924
452.4,0.7082625777667999
452.2,0.710852231501922
452.0,0.7132315482347129
451.8,0.7159620698704787
451.6,0.7188160921314664
451.4,0.7216894113651451
451.2,0.7239143523164085
451.0,0.7267471479074362
450.8,0.729707303518224
450.6,0.7328739367368047
450.4,0.7363956342528984
450.2,0.7395931426277846
450.0,0.7427366194791362
449.8,0.7456041496210074
449.6,0.7483385306513114
449.4,0.7500250860644981
449.2,0.7517174305694923
449.0,0.7536278308658938
448.8,0.755551739043179
448.6,0.7572575914290567
448.4,0.7592432499189528
448.2,0.7600710900473933
448.0,0.7599765348812079
447.8,0.7618464115349584
447.6,0.7626125013507881
447.4,0.7628112601695046
447.2,0.7630254565663738
447.0,0.7631431680997885
446.8,0.7629849329237229
446.6,0.7624465473856462
446.4,0.7629579171619556
446.2,0.7636236627197925
446.0,0.7649860289917718
445.8,0.7658910570109762
445.6,0.7670411565833551
445.4,0.767245704493879
445.2,0.767266931163839
445.0,0.7675332293869738
444.8,0.7706400419902125
444.6,0.7731988205690291
444.4,0.7723227380088611
444.2,0.7723111598252467
444.0,0.7728611235469379
443.8,0.7733975793877457
443.6,0.7739436837148987
443.4,0.7748197662750668
443.2,0.7759949519119441
443.0,0.7759756549392531
442.8,0.7755163869892091
442.6,0.7756456767062383
442.4,0.7754584960711364
442.2,0.7747445080815721
442.0,0.7740806922210044
441.8,0.7739359649258224
441.6,0.7735712521419639
441.4,0.7691503156984733
441.2,0.768436327708909
441.0,0.7692217144974296
440.8,0.7695613412167899
440.6,0.7695671303085971
440.4,0.7693432854253824
440.2,0.7688840174753385
440.0,0.7680909118977414
439.8,0.7672958766228754
439.6,0.7667131080476094
439.4,0.7656093212096886
439.2,0.7653951248128193
439.0,0.7655900242369977
438.8,0.7656691418250305
438.6,0.7667324050203004
438.4,0.7666069746978094
438.2,0.7668520462509841
438.0,0.7692159254056223
437.8,0.7690075181005603
437.6,0.768833845346342
437.4,0.7681391543294688
437.2,0.7671009771986971
437.0,0.7668674838291368
436.8,0.7664159346681693
436.6,0.7663194498047147
436.4,0.7668559056455223
436.2,0.7676914645630394
436.0,0.7679268876298686
435.8,0.7681082791731633
435.6,0.7681970452475415
